AvgSpotLen	BioProject	BioSample	Experiment	Instrument	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	biomaterial_provider	biorep	labexpid	labversion	localization_description	readtype	readtype_description	replicate	replicate_description	rnaextract	rnaextract_description	source_name	spikeinpool	Assay_Type	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibrarySelection	LibrarySource	Organism	Platform	datatype	datatype_description
152	PRJNA30709	SAMN00672621	SRX084666	Illumina Genome Analyzer II	PAIRED	GSM765388: CshlLong_RnaSeq_MCF-7_cell_longPolyA	2014-05-30	6415	4066	2011-07-22	SRR315302	SRS241951	SRP007461	GSM765388	ATCC	015WC,016WC,015WC,016WC	LID8686,LID8687,LID8686,LID8687	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	MCF-7	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672622	SRX084667	Illumina Genome Analyzer II	PAIRED	GSM765389: CshlLong_RnaSeq_NHLF_cell_longNonPolyA	2014-05-30	5692	3641	2011-07-22	SRR315303	SRS241952	SRP007461	GSM765389	Lonza	033WC,034WC,033WC,034WC	LID8828,LID8829,LID8828,LID8829	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	NHLF	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672622	SRX084667	Illumina Genome Analyzer II	PAIRED	GSM765389: CshlLong_RnaSeq_NHLF_cell_longNonPolyA	2014-05-30	4681	3099	2011-07-22	SRR315304	SRS241952	SRP007461	GSM765389	Lonza	033WC,034WC,033WC,034WC	LID8828,LID8829,LID8828,LID8829	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	NHLF	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672623	SRX084668	Illumina Genome Analyzer II	PAIRED	GSM765390: CshlLong_RnaSeq_K562_nucleoplasm_total	2014-05-30	6504	4235	2011-07-22	SRR315305	SRS241953	SRP007461	GSM765390	ATCC	025NP,026NP,025NP,026NP	LID9190,LID9189,LID9190,LID9189	iIDR	That part of the nuclear content other than the chromosomes or the nucleolus	2x76D	Paired 76 nt directed reads	3,4	tier 3	total	Total RNA extract (longer than 200 nt)	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672623	SRX084668	Illumina Genome Analyzer II	PAIRED	GSM765390: CshlLong_RnaSeq_K562_nucleoplasm_total	2014-05-30	5862	3883	2011-07-22	SRR315306	SRS241953	SRP007461	GSM765390	ATCC	025NP,026NP,025NP,026NP	LID9190,LID9189,LID9190,LID9189	iIDR	That part of the nuclear content other than the chromosomes or the nucleolus	2x76D	Paired 76 nt directed reads	3,4	tier 3	total	Total RNA extract (longer than 200 nt)	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
148	PRJNA30709	SAMN00672624	SRX084669	Illumina Genome Analyzer II	PAIRED	GSM765391: CshlLong_RnaSeq_HSMM_cell_longNonPolyA	2014-05-30	5999	3634	2011-07-22	SRR315307	SRS241954	SRP007461	GSM765391	Refer to the protocol documents for differing sources	023WC,024WC,024WC,023WC	LID8826,LID8827,LID8826,LID8827	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	HSMM	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672624	SRX084669	Illumina Genome Analyzer II	PAIRED	GSM765391: CshlLong_RnaSeq_HSMM_cell_longNonPolyA	2014-05-30	5685	3637	2011-07-22	SRR315308	SRS241954	SRP007461	GSM765391	Refer to the protocol documents for differing sources	023WC,024WC,024WC,023WC	LID8826,LID8827,LID8826,LID8827	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	HSMM	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672625	SRX084670	Illumina Genome Analyzer II	PAIRED	GSM765392: CshlLong_RnaSeq_K562_chromatin_total	2014-05-30	6142	4156	2011-07-22	SRR315309	SRS241955	SRP007461	GSM765392	ATCC	026CH,025CH,025CH,026CH	LID9185,LID9186,LID9186,LID9185	iIDR	Nuclear DNA and associated proteins	2x76D	Paired 76 nt directed reads	3,4	tier 3	total	Total RNA extract (longer than 200 nt)	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672625	SRX084670	Illumina Genome Analyzer II	PAIRED	GSM765392: CshlLong_RnaSeq_K562_chromatin_total	2014-05-30	6264	4137	2011-07-22	SRR315310	SRS241955	SRP007461	GSM765392	ATCC	026CH,025CH,025CH,026CH	LID9185,LID9186,LID9186,LID9185	iIDR	Nuclear DNA and associated proteins	2x76D	Paired 76 nt directed reads	3,4	tier 3	total	Total RNA extract (longer than 200 nt)	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672626	SRX084671	Illumina Genome Analyzer II	PAIRED	GSM765393: CshlLong_RnaSeq_K562_nucleolus_total	2014-05-30	5208	3234	2011-07-22	SRR315311	SRS241956	SRP007461	GSM765393	ATCC	025NL,026NL,026NL,025NL	LID9187,LID9187,LID9188,LID9188	iIDR	The part of the nucleus where ribosomal RNA is actively transcribed	2x76D	Paired 76 nt directed reads	3,4	tier 3	total	Total RNA extract (longer than 200 nt)	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672626	SRX084671	Illumina Genome Analyzer II	PAIRED	GSM765393: CshlLong_RnaSeq_K562_nucleolus_total	2014-05-30	5355	3449	2011-07-22	SRR315312	SRS241956	SRP007461	GSM765393	ATCC	025NL,026NL,026NL,025NL	LID9187,LID9187,LID9188,LID9188	iIDR	The part of the nucleus where ribosomal RNA is actively transcribed	2x76D	Paired 76 nt directed reads	3,4	tier 3	total	Total RNA extract (longer than 200 nt)	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672627	SRX084672	Illumina Genome Analyzer II	PAIRED	GSM765394: CshlLong_RnaSeq_NHLF_cell_longPolyA	2014-05-30	6342	4238	2011-07-22	SRR315313	SRS241957	SRP007461	GSM765394	Lonza	033WC,034WC,033WC,034WC	LID8701,LID8692,LID8701,LID8692	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	NHLF	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672627	SRX084672	Illumina Genome Analyzer II	PAIRED	GSM765394: CshlLong_RnaSeq_NHLF_cell_longPolyA	2014-05-30	6562	4304	2011-07-22	SRR315314	SRS241957	SRP007461	GSM765394	Lonza	033WC,034WC,033WC,034WC	LID8701,LID8692,LID8701,LID8692	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	NHLF	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672628	SRX084673	Illumina Genome Analyzer II	PAIRED	GSM765395: CshlLong_RnaSeq_SK-N-SH_RA_cell_longPolyA	2014-05-30	5854	3746	2011-07-22	SRR315315	SRS241958	SRP007461	GSM765395	ATCC	020WC,019WC,020WC,019WC	LID8967,LID8968,LID8967,LID8968	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	SK-N-SH_RA	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672628	SRX084673	Illumina Genome Analyzer II	PAIRED	GSM765395: CshlLong_RnaSeq_SK-N-SH_RA_cell_longPolyA	2014-05-30	5596	3658	2011-07-22	SRR315316	SRS241958	SRP007461	GSM765395	ATCC	020WC,019WC,020WC,019WC	LID8967,LID8968,LID8967,LID8968	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	SK-N-SH_RA	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672629	SRX084674	Illumina Genome Analyzer II	PAIRED	GSM765396: CshlLong_RnaSeq_AG04450_cell_longNonPolyA	2014-05-30	4203	2470	2011-07-21	SRR315317	SRS241959	SRP007461	GSM765396	Coriell	017WC,018WC,018WC,017WC	LID9001,LID9002,LID9002,LID9001	iIDR	Whole cell	2x76D	Paired 76 nt directed reads	1,2	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	AG04450	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672629	SRX084674	Illumina Genome Analyzer II	PAIRED	GSM765396: CshlLong_RnaSeq_AG04450_cell_longNonPolyA	2014-05-30	4661	2671	2011-07-21	SRR315318	SRS241959	SRP007461	GSM765396	Coriell	017WC,018WC,018WC,017WC	LID9001,LID9002,LID9002,LID9001	iIDR	Whole cell	2x76D	Paired 76 nt directed reads	1,2	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	AG04450	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672630	SRX084675	Illumina Genome Analyzer II	PAIRED	GSM765397: CshlLong_RnaSeq_HMEC_cell_longNonPolyA	2014-05-30	4913	3185	2011-07-21	SRR315319	SRS241960	SRP007461	GSM765397	Lonza	036WC	LID8831	iIDR		2x76D	Paired 76 nt directed reads	1	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	HMEC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672631	SRX084676	Illumina Genome Analyzer II	PAIRED	GSM765398: CshlLong_RnaSeq_NHEK_cell_longNonPolyA	2014-05-30	4555	2964	2011-07-21	SRR315320	SRS241961	SRP007461	GSM765398	Lonza	007WC,008WC,007WC,008WC,035WC	LID8665,LID8666,LID8665,LID8666,LID8830	iIDR		2x76D	Paired 76 nt directed reads	1,2,5	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	NHEK	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672631	SRX084676	Illumina Genome Analyzer II	PAIRED	GSM765398: CshlLong_RnaSeq_NHEK_cell_longNonPolyA	2014-05-30	4204	2729	2011-07-21	SRR315321	SRS241961	SRP007461	GSM765398	Lonza	007WC,008WC,007WC,008WC,035WC	LID8665,LID8666,LID8665,LID8666,LID8830	iIDR		2x76D	Paired 76 nt directed reads	1,2,5	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	NHEK	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672631	SRX084676	Illumina Genome Analyzer II	PAIRED	GSM765398: CshlLong_RnaSeq_NHEK_cell_longNonPolyA	2014-05-30	4635	2908	2011-07-21	SRR315322	SRS241961	SRP007461	GSM765398	Lonza	007WC,008WC,007WC,008WC,035WC	LID8665,LID8666,LID8665,LID8666,LID8830	iIDR		2x76D	Paired 76 nt directed reads	1,2,5	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	NHEK	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672632	SRX084677	Illumina Genome Analyzer II	PAIRED	GSM765399: CshlLong_RnaSeq_NHEK_nucleus_longPolyA	2014-05-30	4387	2711	2011-07-22	SRR315323	SRS241962	SRP007461	GSM765399	Lonza	028N,027N,027N,028N	LID8798,LID8797,LID8798,LID8797	iIDR		2x76D	Paired 76 nt directed reads	3,4	tier 3	longPolyA	Poly(A)+ RNA longer than 200 nt	NHEK	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672632	SRX084677	Illumina Genome Analyzer II	PAIRED	GSM765399: CshlLong_RnaSeq_NHEK_nucleus_longPolyA	2014-05-30	5891	3966	2011-07-22	SRR315324	SRS241962	SRP007461	GSM765399	Lonza	028N,027N,027N,028N	LID8798,LID8797,LID8798,LID8797	iIDR		2x76D	Paired 76 nt directed reads	3,4	tier 3	longPolyA	Poly(A)+ RNA longer than 200 nt	NHEK	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672633	SRX084678	Illumina Genome Analyzer II	PAIRED	GSM765400: CshlLong_RnaSeq_NHEK_cytosol_longPolyA	2014-05-30	4647	2966	2011-07-21	SRR315325	SRS241963	SRP007461	GSM765400	Lonza	027C,027C,028C,028C	LID8795,LID8796,LID8795,LID8796	iIDR		2x76D	Paired 76 nt directed reads	3,4	tier 3	longPolyA	Poly(A)+ RNA longer than 200 nt	NHEK	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672633	SRX084678	Illumina Genome Analyzer II	PAIRED	GSM765400: CshlLong_RnaSeq_NHEK_cytosol_longPolyA	2014-05-30	5289	3645	2011-07-21	SRR315326	SRS241963	SRP007461	GSM765400	Lonza	027C,027C,028C,028C	LID8795,LID8796,LID8795,LID8796	iIDR		2x76D	Paired 76 nt directed reads	3,4	tier 3	longPolyA	Poly(A)+ RNA longer than 200 nt	NHEK	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672634	SRX084679	Illumina Genome Analyzer II	PAIRED	GSM765401: CshlLong_RnaSeq_NHEK_cell_longPolyA	2014-05-30	6732	4498	2011-07-21	SRR315327	SRS241964	SRP007461	GSM765401	Lonza	007WC,008WC,007WC,008WC,035WC	LID8694,LID16631,LID16631,LID16632,LID16632	iIDR		2x76D	Paired 76 nt directed reads	1,2,5	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	NHEK	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672634	SRX084679	Illumina Genome Analyzer II	PAIRED	GSM765401: CshlLong_RnaSeq_NHEK_cell_longPolyA	2014-05-30	6521	4311	2011-07-21	SRR315328	SRS241964	SRP007461	GSM765401	Lonza	007WC,008WC,007WC,008WC,035WC	LID8694,LID16631,LID16631,LID16632,LID16632	iIDR		2x76D	Paired 76 nt directed reads	1,2,5	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	NHEK	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672634	SRX084679	Illumina Genome Analyzer II	PAIRED	GSM765401: CshlLong_RnaSeq_NHEK_cell_longPolyA	2014-05-30	6477	4281	2011-07-21	SRR315329	SRS241964	SRP007461	GSM765401	Lonza	007WC,008WC,007WC,008WC,035WC	LID8694,LID16631,LID16631,LID16632,LID16632	iIDR		2x76D	Paired 76 nt directed reads	1,2,5	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	NHEK	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672635	SRX084680	Illumina Genome Analyzer II	PAIRED	GSM765402: CshlLong_RnaSeq_HeLa-S3_cell_longPolyA	2014-05-30	5354	3717	2011-07-21	SRR315330	SRS241965	SRP007461	GSM765402	ATCC	011WC,012WC,012WC,011WC	LID16634,LID16633,LID16634,LID16633	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	HeLa-S3	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672635	SRX084680	Illumina Genome Analyzer II	PAIRED	GSM765402: CshlLong_RnaSeq_HeLa-S3_cell_longPolyA	2014-05-30	5428	3766	2011-07-21	SRR315331	SRS241965	SRP007461	GSM765402	ATCC	011WC,012WC,012WC,011WC	LID16634,LID16633,LID16634,LID16633	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	HeLa-S3	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672636	SRX084681	Illumina Genome Analyzer II	PAIRED	GSM765403: CshlLong_RnaSeq_HeLa-S3_nucleus_longPolyA	2014-05-30	3576	2199	2011-07-21	SRR315332	SRS241966	SRP007461	GSM765403	ATCC	011N,012N,012N,011N	LID8559,LID8560,LID8559,LID8560	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	HeLa-S3	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672636	SRX084681	Illumina Genome Analyzer II	PAIRED	GSM765403: CshlLong_RnaSeq_HeLa-S3_nucleus_longPolyA	2014-05-30	5292	3286	2011-07-21	SRR315333	SRS241966	SRP007461	GSM765403	ATCC	011N,012N,012N,011N	LID8559,LID8560,LID8559,LID8560	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	HeLa-S3	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672637	SRX084682	Illumina Genome Analyzer II	PAIRED	GSM765404: CshlLong_RnaSeq_HeLa-S3_cytosol_longPolyA	2014-05-30	5719	3707	2011-07-21	SRR315334	SRS241967	SRP007461	GSM765404	ATCC	011C,012C,011C,012C	LID8470,LID8469,LID8470,LID8469	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	HeLa-S3	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672637	SRX084682	Illumina Genome Analyzer II	PAIRED	GSM765404: CshlLong_RnaSeq_HeLa-S3_cytosol_longPolyA	2014-05-30	4875	3089	2011-07-21	SRR315335	SRS241967	SRP007461	GSM765404	ATCC	011C,012C,011C,012C	LID8470,LID8469,LID8470,LID8469	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	HeLa-S3	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672638	SRX084683	Illumina Genome Analyzer II	PAIRED	GSM765405: CshlLong_RnaSeq_K562_cell_longPolyA	2014-05-30	5182	3685	2011-07-22	SRR315336	SRS241968	SRP007461	GSM765405	ATCC	001WC,001WC,002WC,002WC	LID16627,LID16628,LID16628,LID16627	iIDR	Whole cell	2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00672638	SRX084683	Illumina Genome Analyzer II	PAIRED	GSM765405: CshlLong_RnaSeq_K562_cell_longPolyA	2014-05-30	5605	3919	2011-07-22	SRR315337	SRS241968	SRP007461	GSM765405	ATCC	001WC,001WC,002WC,002WC	LID16627,LID16628,LID16628,LID16627	iIDR	Whole cell	2x76D	Paired 76 nt directed reads	1,2	tier 1	longPolyA	Poly(A)+ RNA longer than 200 nt	K562	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00678381	SRX085288	Illumina Genome Analyzer II	PAIRED	GSM767838: CshlLong_RnaSeq_HeLa-S3_cytosol_longNonPolyA	2014-05-31	11020	6509	2011-07-28	SRR317035	SRS242499	SRP007461	GSM767838	ATCC	012C	LID18551	iIDR		2x76D	Paired 76 nt directed reads	2	tier 2	longNonPolyA	Poly(A)- RNA longer than 200 nt	HeLa-S3	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00678382	SRX085289	Illumina Genome Analyzer II	PAIRED	GSM767839: CshlLong_RnaSeq_HUVEC_cytosol_longNonPolyA	2014-05-31	12661	7619	2011-07-29	SRR317036	SRS242500	SRP007461	GSM767839	Lonza	029C	LID18556	iIDR	The fluid between the cells outer membrane and the nucleus	2x76D	Paired 76 nt directed reads	3	tier 3	longNonPolyA	Poly(A)- RNA longer than 200 nt	HUVEC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00678383	SRX085290	Illumina Genome Analyzer II	PAIRED	GSM767840: CshlLong_RnaSeq_HepG2_cytosol_longNonPolyA	2014-05-31	18657	11796	2011-07-28	SRR317037	SRS242501	SRP007461	GSM767840	ATCC	014C,013C,014C,013C	LID18552,LID18553,LID18552,LID18553	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	HepG2	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00678383	SRX085290	Illumina Genome Analyzer II	PAIRED	GSM767840: CshlLong_RnaSeq_HepG2_cytosol_longNonPolyA	2014-05-31	16188	9746	2011-07-28	SRR317038	SRS242501	SRP007461	GSM767840	ATCC	014C,013C,014C,013C	LID18552,LID18553,LID18552,LID18553	iIDR		2x76D	Paired 76 nt directed reads	1,2	tier 1	longNonPolyA	Poly(A)- RNA longer than 200 nt	HepG2	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00678384	SRX085291	Illumina Genome Analyzer II	PAIRED	GSM767841: CshlLong_RnaSeq_H1-hESC_nucleus_longNonPolyA	2014-05-31	13510	7919	2011-07-28	SRR317039	SRS242502	SRP007461	GSM767841	WiCell Research Institute	006N	LID9199	iIDR	Large membrane bound part of cell containing chromosomes and the bulk of the cell's DNA	2x76D	Paired 76 nt directed reads	2	tier 2	longNonPolyA	Poly(A)- RNA longer than 200 nt	H1-hESC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00678385	SRX085292	Illumina Genome Analyzer II	PAIRED	GSM767842: CshlLong_RnaSeq_H1-hESC_cytosol_longNonPolyA	2014-05-31	8773	5035	2011-07-28	SRR317040	SRS242503	SRP007461	GSM767842	WiCell Research Institute	006C	LID18549	iIDR	The fluid between the cells outer membrane and the nucleus	2x76D	Paired 76 nt directed reads	2	tier 2	longNonPolyA	Poly(A)- RNA longer than 200 nt	H1-hESC	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
152	PRJNA30709	SAMN00678386	SRX085293	Illumina Genome Analyzer II	PAIRED	GSM767843: CshlLong_RnaSeq_NHEK_cytosol_longNonPolyA	2014-05-31	9470	5604	2011-07-28	SRR317041	SRS242504	SRP007461	GSM767843	Lonza	027C	LID18554	iIDR	The fluid between the cells outer membrane and the nucleus	2x76D	Paired 76 nt directed reads	3	tier 3	longNonPolyA	Poly(A)- RNA longer than 200 nt	NHEK	Nist14	RNA-Seq	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	RnaSeq	Sequencing analysis of RNA expression
